surveyId,lang,country,countryPop,sneType,party.string,euFundRec,mlgS1,mlgS2,mlgS3,mlgS4,mlgS5,mlgC1,mlgC2,euCompSocpol,euCompEc,euCompInAf,euCompForAf,euCompOv,snaCompSocpol,snaCompEc,snaCompInAf,snaCompForAf,snaCompOv,snaCompC1,snaCompC2,effectiveIntOrg,effectiveDirRel,effectiveNatDel,intorgUseEc,intorgUsePol,intorgUseCul,intorgUseOv,euFundImp,euFundImp.bin,represent,represent.bin,norepSneRep,norepKnow,norepMotiv,norepOpin,repTime,repDur,repSatis,repPersImp,repBenEc,repBenPol,repBenDem,repBenMlg,repOp,repVoteCom,repVoteNatDel,repVoteParty,repVoteSne,extOffice,extOfficeBin,nooffSneOff,noooffKnow,nooffMotiv,extOffTime,extOffDur,extOffSatis,extOffPersImp,age,gender,eduLev,polLeftRight,polIdLoc,polIdNat,polIdEu,polIdCul,polIdIdeo
207,fr,Switzerland,8265000,Local,UDC,0,3,3,3,3,2,3,5,1,1,1,1,1,4,2,3,2,4,5,5,0,1,1,4,2,2,2,2,0,NONE,0,0,2,2,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,2,,NA,NA,NA,36,Male,3,7,1,1,0,0,1
210,en,Sweden,9794000,RegionAd,Moderaterna,1,3,2,4,4,NA,NA,NA,2,2,4,4,3,4,4,4,4,4,3,4,1,0,1,4,4,NA,3,3,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,39,Female,3,7,1,0,0,0,1
211,fr,France,66121000,RegionAd,Parti socialiste,1,4,5,4,2,5,2,4,2,4,4,4,4,2,4,2,2,4,4,4,1,1,0,5,5,NA,2,4,1,NONE,0,1,4,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,1,,NA,NA,NA,52,NA,3,2,1,1,0,0,1
212,en,Czech Republic,10535000,RegionAd,TOP 09,1,4,5,5,3,4,5,3,4,5,5,4,4,4,4,5,4,5,2,4,1,1,1,5,2,4,4,4,1,NONE,0,0,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,36,Male,2,6,1,0,0,0,1
215,de,Germany,81276000,RegionLeg,Sozialdemokratischen Partei Deutschlands (SPD),1,5,5,5,4,5,4,5,3,5,4,5,NA,5,4,2,1,NA,4,5,1,1,1,4,4,4,NA,4,1,NONE,0,1,4,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,3,,NA,NA,NA,50,Female,2,3,1,1,1,0,0
216,ru,Lithuania,2906000,Local,partija Tvarka ir teisingumas(Poredok i spravedlivost),0,4,5,3,4,5,2,5,5,5,5,5,5,5,2,5,5,5,2,5,1,1,0,5,5,5,5,4,1,NONE,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,3,,NA,NA,NA,61,Male,3,7,1,1,0,0,1
222,en,Netherlands,16933000,Local,Local party,0,3,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,4,4,5,4,4,1,NONE,0,0,1,2,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,58,Female,2,4,1,0,0,0,1
225,en,United Kingdom,65081000,RegionLeg,Plaid Cymru,1,5,5,5,5,5,5,5,3,5,3,4,4,5,5,5,5,5,5,5,1,1,1,5,5,5,5,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,4,,NA,NA,NA,42,Male,2,3,1,0,1,1,1
226,it,Italy,60963000,RegionAd,partito democratico,1,5,5,5,5,4,1,5,4,5,5,5,5,4,5,4,4,4,3,5,0,1,0,4,4,4,4,4,1,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,2,,NA,NA,NA,61,Male,2,2,1,1,1,0,1
227,de,Switzerland,8265000,RegionLeg,Sozialdemokratische Partei,0,3,4,1,3,1,4,4,4,4,4,5,4,4,2,2,2,3,4,4,0,1,1,2,NA,2,2,1,0,NONE,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,34,Male,2,1,1,0,0,0,1
231,fr,France,66121000,Local,Ump,1,2,4,1,1,1,3,2,1,4,5,4,4,5,2,4,1,4,4,5,0,1,1,2,1,4,2,3,1,NONE,0,0,2,1,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,49,Female,3,7,1,1,0,0,0
232,fr,Switzerland,8265000,RegionLeg,Les Verts,0,4,5,4,3,2,4,4,2,4,2,4,4,4,3,3,2,3,5,4,0,1,1,4,5,3,4,3,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,NA,,NA,NA,NA,50,Male,NA,4,1,0,0,0,1
234,de,Switzerland,8265000,RegionLeg,Sozialdemokratische Partei (SP),1,2,5,2,3,2,5,5,4,4,4,5,4,4,3,2,1,3,4,3,0,1,1,2,2,3,2,2,0,NONE,0,0,2,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,2,,NA,NA,NA,31,Male,3,3,1,0,0,0,1
235,it,Italy,60963000,RegionLeg,MoVimento 5 Stelle,1,5,5,5,NA,4,5,5,3,3,4,5,4,4,5,4,3,5,5,5,1,1,0,4,4,4,4,3,1,NONE,0,1,3,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,51,Male,2,5,1,1,1,0,0
236,de,Austria,8608000,RegionLeg,ôVP,1,4,5,5,3,3,NA,4,4,4,2,4,3,3,3,4,2,3,4,4,1,1,0,4,4,NA,4,3,1,NONE,0,1,3,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,3,,NA,NA,NA,68,Male,2,6,1,0,0,0,1
239,fr,Switzerland,8265000,Local,indÇpendant,0,2,2,4,3,3,NA,NA,3,2,2,4,3,4,3,2,1,4,4,3,0,0,0,3,2,3,3,4,1,NONE,0,0,1,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,44,Male,1,5,1,0,1,0,0
240,it,Italy,60963000,Other,fratelli d'italia,1,5,5,2,3,3,4,5,4,4,2,4,4,5,5,5,2,5,5,4,0,1,1,4,4,4,4,4,1,NONE,0,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,2,,NA,NA,NA,43,Male,1,7,1,0,1,1,0
241,en,Ireland,4630000,Local,fianna fail,0,4,4,4,4,5,3,3,3,4,4,4,4,2,4,4,3,2,2,1,0,1,1,2,2,4,3,3,1,OTHER,1,,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,1,NA,NA,NA,PAST,4,5,1,58,Male,2,6,1,1,0,0,1
245,it,Italy,60963000,RegionLeg,MoVimento 5 Stelle,1,4,5,4,5,5,2,2,4,4,4,5,2,5,5,4,2,5,3,4,0,1,1,1,2,4,3,3,1,NONE,0,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,41,Male,1,5,1,0,1,0,1
246,en,United Kingdom,65081000,Local,"I am in membership of two parties, the co-operative party and the Labour Party",1,5,5,5,5,5,5,5,5,5,3,3,4,5,5,3,3,4,4,5,1,1,1,5,5,5,5,3,1,OTHER,1,,NA,NA,NA,CURRENT,2,5,5,4,5,3,4,MORE,NA,NA,NA,NA,NONE,0,0,4,5,,NA,NA,NA,55,Male,3,3,1,1,1,1,1
251,en,United Kingdom,65081000,Local,The Labour Party,1,4,5,4,3,5,2,4,4,4,3,2,3,2,2,2,2,2,2,4,1,1,0,3,3,3,3,3,1,NONE,0,0,1,1,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,51,Male,3,2,1,1,0,0,1
252,en,United Kingdom,65081000,Local,Labour,1,4,5,5,4,5,3,3,2,4,2,4,3,5,3,4,2,4,4,5,0,1,1,4,2,4,4,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,2,,NA,NA,NA,61,Female,2,3,1,0,0,0,0
255,it,Italy,60963000,RegionLeg,Movimento 5 Stelle,1,5,5,5,5,5,4,4,5,3,5,5,4,5,5,4,1,4,5,5,0,1,0,5,1,4,4,4,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,5,,NA,NA,NA,50,Male,1,5,1,0,0,0,1
256,en,United Kingdom,65081000,Local,Liberal Democrats,1,5,4,4,5,4,5,5,5,5,4,5,5,4,4,4,4,4,5,4,1,1,1,5,4,4,4,4,1,NONE,0,1,3,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,69,Male,3,3,1,0,0,0,1
261,fr,Portugal,10311000,Local,Parti Socialiste,1,4,5,5,5,5,4,3,5,4,3,5,4,4,3,4,2,4,5,4,0,1,1,2,2,3,2,4,1,COR,1,,NA,NA,NA,CURRENT,5,5,4,2,5,4,4,MORE,3,4,5,4,NONE,0,0,2,4,,NA,NA,NA,45,Male,3,3,1,1,1,0,1
262,en,Croatia,4230000,RegionAd,"Istrian Democratic Assembly, regional liberal party",1,5,5,5,5,5,4,5,3,3,3,3,3,5,5,4,5,5,3,5,1,1,1,4,2,2,4,4,1,NONE,0,1,4,2,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRU,1,NA,NA,NA,PAST,1,3,4,52,Male,3,4,1,0,1,1,1
263,it,Croatia,4230000,Other,nessuno,0,5,5,5,5,5,5,5,2,5,5,5,4,5,2,2,4,4,4,5,1,1,1,4,5,4,5,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,4,5,3,5,5,5,SAME,NA,NA,NA,NA,BRU,1,NA,NA,NA,PAST,3,5,5,49,Male,2,5,1,0,0,0,0
268,fr,Switzerland,8265000,Local,Parti socialiste,0,5,5,4,5,5,NA,5,5,5,4,5,5,4,4,3,4,4,5,4,1,1,1,4,5,4,4,3,1,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,4,,NA,NA,NA,34,Male,3,4,1,0,0,0,1
269,en,Norway,5194000,Local,"Venstre, the Norwegian Liberal party",0,2,2,4,2,4,2,2,2,2,2,4,2,5,5,5,5,5,2,2,0,0,0,2,2,2,2,2,0,NONE,0,0,3,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,4,1,,NA,NA,NA,61,Female,3,7,1,0,0,0,1
272,en,Denmark,5673000,Local,Socialdemocratic party,0,5,4,4,4,5,NA,NA,1,4,1,5,3,5,3,5,3,5,1,5,1,1,0,4,1,2,2,3,1,CLRAE,1,,NA,NA,NA,CURRENT,2,4,4,4,4,5,NA,MORE,NA,NA,NA,NA,NONE,0,1,4,4,,NA,NA,NA,29,Female,3,4,1,0,0,0,1
274,en,France,66121000,Local,Green,0,4,4,4,5,2,5,5,5,2,4,5,4,5,4,4,4,4,5,5,1,1,0,3,3,3,3,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,4,,NA,NA,NA,64,Male,3,3,1,0,1,0,1
278,de,Switzerland,8265000,Local,GrÅne Partei,0,2,4,2,NA,1,4,4,2,2,2,4,2,2,2,1,1,2,4,4,0,1,0,3,2,5,4,3,1,NONE,0,0,1,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,29,Female,2,2,1,1,0,0,1
279,en,United Kingdom,65081000,Local,Conservative,1,3,4,4,4,NA,4,2,3,4,1,4,4,4,4,5,4,4,2,4,0,1,0,4,2,4,3,3,1,NONE,0,0,2,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,2,,NA,NA,NA,74,Male,2,7,1,0,0,0,0
280,en,Albania,2887000,Local,socialist Party,0,5,5,5,5,5,NA,NA,3,3,3,3,NA,3,3,3,3,NA,3,3,1,1,1,NA,NA,NA,NA,4,1,CLRAE,1,,NA,NA,NA,CURRENT,2,2,5,5,5,5,5,NA,1,1,1,1,NONE,0,1,4,1,,NA,NA,NA,38,Female,3,1,1,0,1,0,0
281,en,Malta,425000,Local,Partit Laburista,1,5,5,5,3,5,4,5,5,5,3,4,4,3,2,NA,1,3,3,5,1,1,1,4,5,5,4,4,1,COR,1,,NA,NA,NA,CURRENT,5,5,4,3,4,5,5,MORE,4,5,5,5,NONE,0,0,2,5,,NA,NA,NA,63,Male,1,3,1,0,1,0,1
283,en,Denmark,5673000,Local,Socialistisk Folkeparti (Socialist Peoples Party),1,2,2,4,NA,4,NA,4,2,4,2,4,2,2,2,1,2,3,NA,4,1,1,1,3,2,3,2,2,0,NONE,0,1,2,1,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,1,,NA,NA,NA,34,Male,2,2,1,1,0,0,1
284,de,Germany,81276000,RegionLeg,Freie WÑhler (FW),0,5,5,5,5,4,4,4,2,4,2,4,4,4,2,4,4,4,5,5,1,1,1,2,4,1,3,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,66,Male,3,5,1,1,1,0,0
287,en,Ireland,4630000,Local,Fine Gael,0,4,5,5,5,2,4,4,3,4,4,4,4,4,4,4,4,4,3,2,1,1,0,4,4,4,4,4,1,NONE,0,0,1,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,2,,NA,NA,NA,30,Other,3,7,1,0,0,0,1
290,it,United Kingdom,65081000,Local,Laborista,NA,4,5,5,NA,5,5,5,2,5,4,4,4,5,5,2,2,5,2,5,0,1,1,2,2,2,2,0,0,CLRAE,1,,NA,NA,NA,PAST,5,2,3,2,4,3,4,MORE,2,4,4,5,NONE,0,0,2,1,,NA,NA,NA,63,Male,3,7,1,0,0,0,0
291,en,Ireland,4630000,Local,green,1,5,4,4,4,4,3,2,3,4,5,4,4,5,5,3,4,5,3,4,1,1,0,3,2,4,3,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,NA,4,,NA,NA,NA,52,Male,3,3,0,0,0,0,1
292,en,United Kingdom,65081000,Local,Liberal Democrats,1,5,4,4,4,5,4,5,3,4,3,4,4,4,4,2,2,4,5,5,1,1,0,NA,4,NA,4,3,1,OTHER,1,,NA,NA,NA,PAST,3,2,3,3,4,4,4,MORE,NA,NA,NA,NA,NONE,0,1,2,2,,NA,NA,NA,57,Male,1,3,1,0,0,0,1
294,it,Croatia,4230000,RegionAd,IDS - DDI,1,5,5,5,5,5,5,5,1,5,4,4,4,5,4,4,4,5,5,5,1,1,1,5,5,5,5,4,1,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,1,,NA,NA,NA,35,Male,2,5,1,0,0,1,1
298,fr,Belgium,11259000,RegionLeg,-,1,5,5,5,4,4,3,3,3,4,3,3,4,4,4,2,4,4,5,5,1,1,1,4,4,NA,4,3,1,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,4,5,,NA,NA,NA,43,Male,3,5,NA,NA,NA,NA,NA
300,en,Belgium,11259000,RegionAd,N-VA,1,5,5,4,3,4,4,5,3,5,5,5,4,5,5,5,5,5,5,1,1,1,0,5,2,4,4,4,1,NONE,0,0,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,NA,,NA,NA,NA,40,Male,3,7,1,0,0,0,1
301,fr,Switzerland,8265000,Local,parti socialiste,0,4,3,3,3,3,3,4,4,4,5,4,4,3,3,3,2,3,5,4,0,1,0,5,5,3,3,2,0,NONE,0,0,2,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,64,Male,3,4,1,0,0,0,0
305,en,United Kingdom,65081000,Local,Labour Party,1,5,5,5,5,3,4,4,5,5,4,5,5,5,5,5,2,5,4,5,0,1,1,4,4,4,4,4,1,NONE,0,1,4,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,4,,NA,NA,NA,72,Male,3,2,1,1,0,1,1
306,en,United Kingdom,65081000,Local,Labour Party,1,4,4,4,4,4,3,3,4,4,4,5,4,3,4,3,2,3,4,4,1,1,1,4,4,4,4,4,1,OTHER,1,,NA,NA,NA,PAST,4,4,2,4,4,4,4,NA,NA,NA,NA,NA,NONE,0,0,NA,NA,,NA,NA,NA,65,Male,3,3,1,1,0,0,1
307,en,Sweden,9794000,RegionAd,Folkpartiet,1,3,4,4,2,4,3,3,3,3,4,4,3,1,1,1,1,1,4,3,1,0,0,1,1,1,1,3,1,NONE,0,1,1,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,47,NA,3,7,1,0,0,1,1
309,en,Ireland,4630000,Local,I am an independent Councillor,0,5,5,5,5,4,5,5,1,4,4,4,3,3,4,4,3,4,4,4,1,1,1,3,3,3,3,4,1,NONE,0,0,2,2,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,50,Male,2,5,1,0,0,0,0
314,it,Italy,60963000,RegionLeg,PD,1,5,5,5,4,4,4,5,1,2,4,4,4,5,5,5,4,4,2,4,1,1,1,5,4,5,4,4,1,NONE,0,0,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,5,,NA,NA,NA,57,Female,3,6,1,1,1,1,1
316,en,Slovenia,2065000,Local,not a party but undipendet List of mayor Zoran Jankovi?,1,5,5,5,5,5,5,2,5,4,3,3,3,5,5,3,4,5,4,4,1,1,0,2,2,5,2,4,1,CLRAE,1,,NA,NA,NA,CURRENT,4,5,2,2,4,3,3,MORE,NA,NA,NA,NA,NONE,0,0,2,4,,NA,NA,NA,50,Male,2,1,1,1,0,0,0
322,de,Germany,81276000,RegionLeg,GrÅne,1,5,5,5,5,5,2,2,3,5,3,4,4,4,4,4,3,4,5,5,0,1,1,5,5,2,4,3,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,4,,NA,NA,NA,61,Male,3,4,1,1,1,0,1
323,en,Sweden,9794000,RegionAd,EPP,0,4,5,4,4,2,5,5,1,4,2,4,2,4,3,2,2,4,4,4,1,1,1,2,2,3,2,1,0,COR,1,,NA,NA,NA,CURRENT,4,4,3,1,4,4,5,MORE,4,4,3,5,NONE,0,1,2,4,,NA,NA,NA,36,Male,3,6,1,1,0,0,1
327,en,Sweden,9794000,Local,Liberal Party,0,3,2,2,3,1,2,5,2,5,5,4,4,4,1,1,1,3,4,4,0,1,0,4,4,2,4,1,0,NONE,0,1,3,1,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,1,,NA,NA,NA,50,Female,3,7,1,0,0,0,1
329,en,Ireland,4630000,Local,Fianna Fail,1,4,4,5,3,1,4,4,3,4,4,4,4,4,4,3,3,4,2,2,1,0,0,4,3,3,3,4,1,NONE,0,1,2,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,45,Female,2,6,1,0,0,0,0
332,en,Sweden,9794000,Local,socialdemocrats,0,3,5,5,4,3,3,3,4,5,5,2,4,4,4,4,2,4,2,4,1,1,1,4,5,3,5,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,70,Female,1,3,1,0,0,0,1
342,de,Germany,81276000,RegionLeg,b90/ Die GrÅnen,1,4,5,5,5,2,3,4,4,5,4,5,5,2,2,2,1,2,3,4,0,1,0,4,3,4,4,4,1,NONE,0,1,1,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,58,Male,3,2,1,1,0,0,1
344,de,Switzerland,8265000,RegionLeg,Sozialdemokratische Partei,0,2,2,2,2,4,3,3,5,4,2,5,4,2,2,2,2,2,4,4,0,1,1,4,2,4,4,0,0,NONE,0,0,1,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,59,Male,2,1,1,0,0,0,1
345,it,Italy,60963000,RegionLeg,Partito democratico,1,5,5,5,5,5,5,5,4,4,5,5,4,4,4,2,2,4,4,5,1,1,0,5,5,5,5,4,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,60,Male,1,2,1,1,0,1,1
346,fr,Switzerland,8265000,Local,Parti socialiste,0,5,4,5,5,4,4,2,4,4,2,4,4,4,2,3,2,4,5,4,1,1,1,2,4,4,4,4,1,NONE,0,0,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,59,Female,3,2,1,0,0,0,1
352,en,United Kingdom,65081000,Local,Liberal Democrat,1,5,3,5,4,2,3,5,2,4,2,4,4,2,4,1,1,4,5,5,1,1,1,5,5,5,5,4,1,NONE,0,0,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,1,,NA,NA,NA,66,Male,2,3,1,0,0,0,1
360,en,United Kingdom,65081000,Local,Labour,1,5,5,4,4,4,2,3,3,5,4,5,4,4,3,3,3,3,5,2,0,1,1,5,4,4,4,4,1,NONE,0,0,2,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,66,Male,1,2,1,0,0,0,1
363,it,Italy,60963000,RegionLeg,PPE - Forza Italia,0,5,5,4,5,4,5,4,3,5,5,5,5,4,5,4,4,5,5,4,1,1,0,3,4,3,3,4,1,COR,1,,NA,NA,NA,PAST,5,5,5,2,5,5,5,MORE,4,5,5,5,NONE,0,1,5,NA,,NA,NA,NA,55,Female,2,8,1,1,1,0,1
366,it,Italy,60963000,RegionLeg,,1,5,5,5,5,5,2,3,3,1,5,3,3,5,5,3,1,5,5,5,0,0,0,2,4,2,2,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,31,Male,2,7,1,0,0,0,0
367,de,Switzerland,8265000,Local,SVP,0,5,4,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,5,5,0,1,0,3,3,3,NA,3,1,NONE,0,0,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,4,,NA,NA,NA,51,Male,3,9,1,0,0,0,1
375,en,Netherlands,16933000,RegionAd,PvdA (dutch Labour party),1,4,4,4,3,3,4,4,3,4,4,5,4,2,4,2,2,4,2,3,0,1,0,3,4,3,3,3,1,NONE,0,0,2,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,2,,NA,NA,NA,61,Male,3,3,1,1,1,0,1
376,fr,Switzerland,8265000,Local,socialiste,0,5,5,5,5,1,1,1,5,5,5,5,NA,5,5,1,1,5,4,2,0,1,0,1,1,5,3,4,1,NONE,0,1,1,NA,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,33,Other,3,1,0,0,0,0,1
378,en,United Kingdom,65081000,Local,Labour,1,5,5,4,5,4,3,3,2,4,4,5,4,5,5,4,2,4,4,5,0,1,1,4,4,3,4,3,1,NONE,0,0,1,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,54,Male,2,2,1,0,0,0,1
379,de,Switzerland,8265000,RegionLeg,FDP,0,2,4,2,2,4,NA,NA,2,4,2,2,3,3,4,4,3,4,5,5,1,1,0,5,4,3,4,2,0,NONE,0,1,2,1,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,42,Male,2,7,1,1,0,0,0
380,it,Italy,60963000,RegionLeg,Partito democratico,1,5,5,5,5,4,5,4,4,4,5,5,4,5,5,4,4,4,5,3,1,1,1,4,4,5,4,4,1,NONE,0,1,3,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,1,NA,NA,NA,NA,NA,NA,5,62,Male,3,3,NA,NA,NA,NA,NA
382,fr,Switzerland,8265000,RegionLeg,Parti libÇral-radical,0,4,2,2,2,4,4,5,2,4,3,4,3,4,2,3,4,3,5,4,0,0,1,4,3,2,2,2,0,NONE,0,0,1,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,2,,NA,NA,NA,55,Male,3,7,1,0,0,0,1
386,en,Ireland,4630000,Local,Fianna F†il,0,5,5,5,4,1,5,NA,3,5,4,4,4,4,1,3,2,4,4,2,1,1,1,4,5,2,4,4,1,COR,1,,NA,NA,NA,CURRENT,1,4,3,2,4,2,4,SAME,4,5,5,5,NONE,0,0,1,4,,NA,NA,NA,29,Female,3,4,1,0,0,0,1
389,en,Sweden,9794000,Local,"Moderat, a conservative party",0,5,4,4,4,4,4,4,3,4,4,4,4,5,4,4,2,NA,3,4,1,1,1,4,4,4,4,4,1,COR,1,,NA,NA,NA,CURRENT,5,5,2,4,4,5,5,MORE,4,4,4,4,NONE,0,1,4,3,,NA,NA,NA,50,Female,3,8,1,1,1,0,0
390,en,Ireland,4630000,Local,FINE GAEL,1,5,5,5,5,5,NA,NA,4,4,5,5,4,4,5,4,4,4,4,5,1,1,1,5,5,4,5,4,1,NONE,0,0,3,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,4,,NA,NA,NA,56,Male,1,7,1,1,1,1,1
